,2022-12-05
172,"@JanisIrwin @ABDanielleSmith @ABDanielleSmith is working on it, not a band-aid fix like the Ndp is so famous for! Shouldn't you be a protest against our Oil and Gas Sector? That's what you people do! Disgusting party! You are just like your hero @theJagmeetSingh , all snakes!"
173,In the latest Texas+Water @H2OWonk talks with @Sarah4RRC about groundwater contamination issues in the #Texas #oilandgas industry. Listen here: https://t.co/PbrpSCzung #oilgas https://t.co/5IXPzve2vK
174,@Teufelhunden37 @NefariousKnut @JoeRobinEnjoyer @hodgetwins https://t.co/msY52SHkDK
175,"California moves toward punishing oil companies for high gas prices with a new profit penalty

With the profits going back to the taxpayer… now that’s pro-life, pro-right, pro-choice, pro-human.

Thanks ⁦@GavinNewsom⁩  https://t.co/nhE3RynTNr"
176,@POTUS Why should we pay for what already belongs to us all. Our oil our coal our natural gas our trees for lumber our fish in the ocean and all the other things that God gave us all for survival. You're Royal Highness Joe biden. In this Republic if you can keep it. Not a democracy
177,"@NorrisPatriot @SenWarren  you don't care about pricing, what a crock, it does not effect you, it effects us.  You help this along with gas, oil and every other price hike, it's your entire party that does this."
178,"@nikshah @AlgodTrading 1. ETH is centralized. POS is a security. 2. Incorrect, it depends on KW/hr you pay. Electricity charges vary by region. 
3. They're already doing it. 
https://t.co/rdBrZfZlyc
4. Already doing it: https://t.co/Ax6C3XR3tz"
179,"@JoeBiden hates America. 

Energy groups sue Biden admin for failing to hold oil, gas lease sales again https://t.co/AlDtCwXvOD #FoxBusiness"
180,@GavinNewsom Why were we oil independent 3 years ago and gas was a decent price? What changed? The democrats took over. Plain and simple. Tell the truth!
181,"Gavin Newsom is out with his proposal. It would set a profit cap on oil refineries, and give the California Energy Commission broad discretion to adjust the cap, investigate violations and issue penalties as needed. Details from @TarynLuna: https://t.co/UxdHbIbNyd https://t.co/R5O8Am84Lj"
182,Tina Van Bockern analyzes the Bureau of Land Management’s (BLM) Proposed Rule to reduce methane emissions from oil and gas production in this first article of a two-part series. Read more here: https://t.co/yefWs1cZz9  #oilandgasindustry #oilandgas https://t.co/tGklyjynor
183,"@gbmz64 @GavinNewsom Look at Exxon, et al’s earning statements and then please rethink what amount of money would make oil and gas companies care about people or the environment. Heck even look at the price of crude and the cost of gas nationwide."
184,"@Lyndsey5280 Fun fact 44 of the 113 publicly listed oil and gas companies are hq’d in just Houston 

Additional fun facts Texas accounts for 43% of the National oil production &amp; 25% of marketed natural gas production 

We also have 31 refineries making up 32% of the nation's refining capacity"
185,@POTUS How about opening up gas and oil Lisa so we can  Put cheap fuel in our cars on my groceries
186,"@RepBillJohnson Funny, in northeast gas and oil prices going down.  Thank you President Biden for your hard work."
187,"@celeste_theis @POTUS Yes....but how much did you electric supply charges and cost / KWh go up over the past 2 years. Most of your electric comes from natural gas or fuel oil powered plants. Unless you are stealing your electric, you are paying much more to charge that car than 4 years ago. Ignorance!"
188,"North Dakota oil and gas mineral rights valued at nearly $3 billion | North Dakota | https://t.co/RrVN7PCjAn
https://t.co/9yTZH7dSKg https://t.co/QIrGyFsrto"
189,@DefenceU CAN I HAVE HUNTER BIDENS OLD JOB ? I know I’m more qualified. I have 20 years of experience as a chief/pm in the oil and gas…
190,"@MrStache9 If Junior is so hell bent on ending the Canadian oil &amp; gas industry why is he still flying a hydrocarbon consuming jet to TO announce an EV factory?

I guess lead by example is not one of his principles of authoritative leadership

#TrudeauMustResign https://t.co/o9aMjSbFRA"
191,@GavinNewsom @UROCKlive1 My ex husband was in oil and gas industry.  There were frequently windfall profits which meant bigger Christmas bonus. Saw gouging time and time again.
192,"@lalovestrump @BrianDahleCA I don’t know how much gas and oil is produced in LA, but this is just dumb"
193,"@ReturnYueFei @chenweihua @ianbremmer well, sounds like you dont like what China does 😅 well thats just how it, because Russia is Chinas allies, why wouldnt China help it and having the benefits of cheap gas and oil? its simply not logical, and China isnt the only one buying them too😂"
194,"@FoxNews 🧵1/2 Senate Majority Leader Chuck Schumer agreed to put the legislation, which overhauls permitting regulations for oil and gas drilling, into a spending bill at the end of the fiscal year in exchange for getting Manchin's support for President Joe Biden's Inflation Reduction"
195,"Historic new bill outlaws price gauging, one of many ways Big Oil hurts Californians everyday

#CALeg should pass quickly in special session

@SenToniAtkins @Rendon63rd @LastChance_CA @CAgovernor @lsanchez020

Bill text: https://t.co/fBwyf5N0yp

https://t.co/KtPoM1wRr6"
196,"Energy groups sue Biden admin for failing to hold oil, gas lease sales again https://t.co/9MUA15LUPw #FoxBusiness"
197,"""#POTUS News: Energy groups sue Biden admin for failing to hold oil, gas lease sales again #News"": https://t.co/ofvNGlZCT9"
198,"A pair of energy industry groups filed a lawsuit against the #Biden administration on Monday, alleging it failed to comply with federal law that requires it to periodically auction off land for oil and gas drilling. 
 https://t.co/nU5vCODaQ8"
199,@GavinNewsom Maybe the oil companies/refineries should just stop delivering gas to California. Electric cars. that's easy it is to fix that problem.
200,@elonmusk @WholeMarsBlog Isn't harvesting lithium bad for the environment?  Doesn't it take more energy to make ev's and windmills then they can return during their lifespancompared to oil or natural gas?  Just asking because that's what I have seen reported.  Fact or fiction?  Thanks for your viewpoint.
201,Oil an Nat gas are having a nice correction.  Very typical before a sustainable uptrend.  First half of 2023 should be very interesting for commodities.  December will be a good entry point.
202,@ActionNewsNow It not oil company fault it newsom gas tax he need to take responsibility for his action
203,"GAS PRICE RELIEF⛽
""Ways to save at the pump""
Why #gas prices are soaring when the US barely uses #Russian oil? Check out this video NOW for BIG SAVINGS at the gas pump!
https://t.co/HWFrxuCty8
LIKE ▪️ SHARE ▪️ COMMENT"
204,"@GavinNewsom Sounds like Newsom is 30 years too late for Californians. But the state coffers are still plump with oil revenue, gas is still over 5 dollars a gallon, and I still haven't gotten my ""rebate"" yet. F**king hypocrite."
205,@RachelNotley Can't be any worse than threatening to steal the profits from oil and gas or groceries or Canada Post like the NDP
206,@the_chart_life @eliant_capital Energy stocks &lt; oil/nat gas
207,"@POTUS How about diesel oil and home heating oil, propane,LNG and natural gas prices?"
208,"Canadian prime minister starving Canadians of jobs and profits.First banning oil ,now banning natural gas sales.Bankrupting Canada. https://t.co/wz3SbICWHE"
209,"@thatoneguy841 @GavinNewsom When you demonize and sunset the oil and gas industry there will be zero investment moving forward. Why  invest in drilling, exploration and refineries when the government is trying to put you out of business. Environmental activists are ruining the economy."
210,"Alberta Oil and Gas Mission to Vietnam 

Ho Chi Minh and Vung https://t.co/ytgYYFmA4f"
211,@samajwadiparty @ceoup @ECISVEEP Tumlog aisa karo jaake aajiwan sarkar BJP ka kar do kya time waste Kara raha he Vote ke chakkar me jab bhi vote hota h 100 badh jata he gas cylinder ka 2013 me 300 tha aaj 1200 petrol 55 tha aaj 105+ mustard oil 62 tha aaj 170+ murkho bas Hindu Muslim karke Civil war karao aur
212,LA continues war on oil and gas industry... https://t.co/dmw9fbV5lY
213,@GavinNewsom Oil companies don't set gas prices!
214,"@Alt_CAF @unusual_whales That's at least 2 countries with about 3 billion people. Despite all this, even though Europe does not buy directly from Russia, they get the oil or gas from third countries that previously bought cheap gas from Russia and then sell it to Europe, for example, for twice as much"
215,@DataGuyFL @POTUS Perhaps prices are coming down because countries are switching away from their reliance on russian oil and gas and at the same time have capped russian oil to $60 a barrel
216,"@Alt_CAF @unusual_whales You have to leave the church in the village! But all measures that are taken against Russia are suicide for Europe because Russia is supplying significantly more gas and oil to China, India and many other countries in the world than in previous years."
217,"Energy groups sue Biden admin for failing to hold oil, gas lease sales again.

https://t.co/iuCLgIwLiH #FoxBusiness"
218,@SouthernYellom1 @RepPatFallon Our country is on track to produce more oil and gas in 2022 than at any other time in our country’s history.  Please stop allowing your elected officials to gaslight you.
219,"@greenpeaceusa Why are you worried about the price of gas and oil???  Aren't you the people who say we don't need it, stop producing it??  Get your story straight, are you in or out??"
220,"FUJB!!!!
Energy groups sue Biden admin for failing to hold oil, gas lease sales again

https://t.co/W7zWTMzyHt"
221,"@JamesMelville At least we’re making Putin suffer 😂 

https://t.co/5gtuwdbOqa"
222,"@alishaabdullah @CMOTamilnadu @Anbil_Mahesh Those who are  not speaking Tamil,
come here to advise.Their mission &amp; vision is to undermine Tamil.
Çrude oil prices have come down by 25%&amp; cooking gas upto 40% in the international market.
But Modi kedi govt, doesn't bring down as per market price. Is it a people's govt.?Worst."
