,2022-11-23,2022-11-24,2022-11-25,2022-11-26,2022-11-27,2022-11-28
156,"@GOP The only way the GOP could possibly sound any more idiotic is if they blamed the fact you bit your tongue on Obama. 

Everything they say is fiction. Prices are up b/c companies are gouging and artificially inflating. It started with Oil/gas and rolled down hill.","@TiceRichard Gas and oil found in UK is sold on international markets and bought by uk based energy companies at inflated world prices. Are you advocating nationalisation of oil and gas, you communist?  Decades of continuing to  poison ourselves with fossil fuels not exctly a great future","@RehabTheCrab @DaveDlugach @FreedomFirst1st @Belinda71555585 Biden halts oil and gas leases, permits on US land and water

https://t.co/1G2MbZRxF2",@TweetsbyCoachP Oil prices have dropped why aren’t gas prices,"@nathaliejacoby1 I don’t listen to Kanye and I try to avoid getting gas at Chevron, since they bought Texaco, which spilled millions of tons of oil in Ecuador and caused women to have vie h defects and animals in the Amazon rainforest to drown in oil.","@LadyJustice4512 @scrowder 3. Do you know what oil companies are saying is the biggest cost for them right now?

Answer: gas prices.

Hmmmmm, if only they could do something about that."
157,Martinez is also one of seven plaintiffs in the Martinez v. Colorado Oil and Gas Conservation Commission case; that case is a state-level lawsuit similar to Juliana v. United States.,"#bbcqt also there isn't any such thing as net zero, we need oil, gas ect stop the climate hoax!!!",@RepTenney Biden isn’t responsible for rise in oil/gas prices. GOP are liars if they say otherwise. Reality debunks GOPtalking points on oil production. GOP keep insisting that Biden  has curtailed US oil &amp; gas production. Reality points in the opposite direction.. https://t.co/tjD5KuGkiI,@SimonClarkeMP @Telegraph No brainier unless you have a vested interest in oil and gas I’m sure the turbine tax will follow and local grids outlawed,@RachelReevesMP Did you miss the part where Scotland said they want to be independent?  The Gas/oil will go with them too,"“Again, there are 9,000 unused permits here in the United States on federal land that oil and gas companies can and should take advantage of. 9,000! And we're talking about one there in Venezuela."" Doocy doesn’t report the news. He reports what he wants to be the news. https://t.co/hApNRNg1vV"
158,@sharozwa Il@n’y a rien a y voir ou a faire… sauf si on eat descendant de homesteaders… et qu’on peut louer sa parcelle pour extraction d’hydrocarbures. Comme disais la blague “The meek will inherit the earth but they won’t get the mineral rights” https://t.co/fGdI8gP12g,@RBReich Now say something about oil and gas workers…,@Dark_ReaperUSMC @Belinda71555585 You haven't correct except ending our energy independence by stopping the #keystonepipeline revoking oil and gas leases and declaring war on fossil fuels is likely what started the increase in inflation. Remember petroleum affects EVERYTHING!,"#Surgutneftegaz is engaged in prospecting, exploration and production of #hydrocarbons in three #oil and #gas provinces of #Russia - West Siberian, East Siberian and Timano-Pechora provinces. To know more: https://t.co/2Y0jmXBNW7","@woe_tree @visegrad24 What will Russia do with those resources? Will they beg China to buy them for scraps? China is not stupid and will take advantage. Even today RU is selling with very slim margin, on verge of profitability. And they sell gas, oil in exchange for uniforms and infantry equipment 🤣",@edufeiok Que los echen. No tienen nada que hacer allí. Si no tienen otra cosa que hacer con su tiempo les puedo recomendar que agarren una azada y vayan a cuidar los cultivos que ellos se encargaron de destruir con el precio inaudito del Gas Oil
159,"@Eric_Schmitt give me a break. Why don’t you do some real work - talk to the Oil and Gas Companies on why they are keeping gas prices high, when they clearly don’t need to?","@M0kujin @Joe22319618 @darrengrimes_ Proves my point doesn't it, they didn't want to pay the extra transport fees to get gas to Europe, due to the increasing prices being inflated on the market by the oil giants.

Like I said this happened before Ukraine and them stopping supply to some nations.",@MarshaBlackburn Let’s get the facts straight: The US is producing more oil and gas under Biden than it ever has before. We need to also produce sustainable energy. Why is the GOP so opposed to creating good paying jobs in sustainable energy?,"@Curtislowe1776 @hrieniets @FoxNews @TuckerCarlson He claims Baden’s global warming policies are the main driver, yet the Biden admin has provided more oil/gas leases in 2 years than the Trump admin did in 4. He’s lying and laughing at you for believing his BS.","@KamalaHarris Climate crisis is the biggest lie in the world sweetie. The whole world already knows that. Oil and gas are renewable resources, and all the people who deal with them know that. Pack your climate crisis in your suitcase and leave!",I just added my comment in support of the @Interior's administrative withdrawal of oil &amp; gas drilling on federal lands surrounding Chaco. You have until Dec. 10 to add yours! https://t.co/oX3iqabdCt #ProtectChaco
160,"@bookemdeb We already do. We have a surplus. So much, we are sending gas to Europe to help those people survive moving away from Putin's control. 

Plus, we have a lot drilling sites already approved that the oil companies are not using because we don't need them.","#世界杯下注 #万博体育 #世界杯赌球  https://t.co/Ni9nzPJX67
Oil certain more gas idea teacher.
😌🤏😀🥰💋",Rio Oil &amp; Gas 2022 #07 | Macaé fala sobre negócios e desenvolvimentismo na indústria do petróleo. https://t.co/UFvjZF305u,"@HCWestman @maxfawcett Clown🤡 they get royalties, gas, BC hydro sales, oil, forestry.",https://t.co/bGt92JljPI,"Plibersek and Labour approving new oil, gas, coal mines, giving them public money subsidies . . . now says Australia will lobby against ‘in danger’ listing for Barrier Reef as ‘we’ve dealt with’ major concerns 
https://t.co/3R8DXRIt2h"
161,@TheNavigator73 @mhhooper01 @NoLieWithBTC How about every oil and gas company?  They accounted for roughly 30k of the 8 million loans that were given out. Yet they saw and continue to see record profits.,"@PierrePoilievre Solar, wind &amp; battery storage is much cheaper than oil &amp; gas. You should be talking about turning the oil sands into the largest solar &amp; wind farms in the world &amp; create an abundance of cheap energy for Canada. You won't do that bc you are bought &amp; paid for by the oil companies.",@adi78 @Maciek72506648 @piotrarak @___wj___ @jzettelmeyer @GuntramWolff Luckily 1) we don't buy rus coal at all anymore 2) nor gas - as Baltic Pipe just became operational 3) Rus Oil imports are homeopatic thanks to multiple years long diversification programme. For ex adjusting refineries to other oil blends.,"@SenBobCasey @POTUS Bob Casey’s way of saying natural gas,heating oil, electric, gas, and diesel will all cost much more.   Looking forward to my heating bills this winter being double.  Thanks Bob.",Top markets with support level gaps … Coffee -4.8%  Natural Gas -4.8%  Heating Oil -9.5% https://t.co/zahuZvWz3u https://t.co/GMxVclpIJj,"INDIA is Having 17% of World Population and INDIA Should Create 17% of World GDP Whereas INDIA is Creating 4% of World GDP 

Build DAMS,BARAGES,RESERVOIRS Bullet Train Tracks

Produce GAS OIL GOLD DIAMONDS PLATINUM SILVER COPPER NICKEL to REDUCE TRADE DEFICIT"
162,@TpyxaNews Yes german has absolute wish that their own sake: money gas oil .. poor germans sitting ln GOLD HEAP,@The_Artless_ @visavisachan Don't forget that gas and oil companies made huge profits during the war which wouldn't happen if they just sell the stuff with the same price increase they had to buy it since then,"I found gas for $4.06 today, that's the lowest it's been in a v long time. Oregon.
They say it's bc we're so far away from the oil companys..company's...
I'd sure like to see $2.59 again. This is killing me- but it is a lot better! I drive alot as part if my job. https://t.co/TtcdjiBTNE","@shuvmajumdar @UnevenStevenCA @JustinTrudeau Trudeau brought his mother and in-laws to the State Dinner with Obama, but not his energy minister. Promoting the Canadian oil and gas industry has never been a priority for him.","@S0rceresscsgo @Noahpinion for sure,imagination;)oil/gas rised like x6 but cost of living didnt rise;) typical burger economist",Oil( Gas) https://t.co/gy2CHwNiZl
163,@CPC_HQ So oil and gas profits have nothing to do with these cost just the carbon tax which has a rebate with it.,"Life Runs On Energy, Connected by Oil and Natural Gas, Energy Transfer T... https://t.co/Mk7oqr0bK7 via @YouTube",@J0aquIm_B4rb0s4 @Pete_Arv @Geostrategic777 @EraMertyn @LvivJournal During this time most of them buy gas and oil from Russia. Lately China asked USA to block the sending polish air fighters to Ukraine... what USA finally did. Great support...,"The principal pipe or conduit in a system for conveying water, gas, oil, or other utility https://t.co/eKuqendFhO","@gchahal Don't be kidding yourself. Have you noticed how the oil and gas prices dropped? No big issues expected here, sorry.",@BBCScotlandNews Scotland seeks clarity on where the £billions of its oil and gas money went.
164,"@RoonieTweet @ThamerAlmutai20 @tim_eke @acm_ow @yaboi_kryp2o @Hakan_matata @brfootball Seems like the biggest cope I’ve ever seen, europe didn’t cause the Arab spring revolt among other wars and conflicts. So that’s incorrect. Secondly Norway is very relevant now with the current gas and oil situation in Europe. Actually one of the most relevant in the world.","@theJagmeetSingh Corporate profit is a good thing.  It provides corporate stability, job security, good wages, healthcare subsidies, benefits.  At least in the oil and gas industry!  20+ year’s going strong.",#şişli #taksim oil or gas  https://t.co/j2DW4tlD0Z,"@RachelNotley We've seen what you do. 
WEVE SEEN WHAT YOU THINK OF OUR NURSES... 
Kill COAL
KILL GAS &amp; OIL. https://t.co/0c250oXvOc","@Jitenitis @tina661014 They are threatening European and other countries that use Russian gas, whilst selling US gas to them at really high rates during an energy crisis. Like Ford and the US supplied truck engines and oil to the Nazis in WW2… they just have to profit regardless of morality.","@PSOE @nasholop @malagahoy_es Pues yo vivo en España peor que, antes de la llegada de Pedro Sánchez. No me llega el sueldo. No puedo pagar el gas oil a 1.90€. No puedo pagar la luz y el gas. La comida por la nubes. Tengo miedo a que apuñalen a mis hijos. Bandas por las calles.Los violadores salen a la calle."
165,"@deonemba1 @ewarren I wonder why the oil companies waited for a Democrat President to become greedy? Apparently they weren't greedy under Trump when
 gas was $2 a gallon. Why's that? 
Here's why https://t.co/3EFDVepK5l","@adamneugebauer @PriovWolf @mmpadellan Because it was $1.82 during the covid lockdown and no one was driving anywhere. 
Now, explain something to me. When my gas was $3.60 per gallon, oil was hanging around $95 a barrel. When Donnie's gas was $1.82, oil was $30 a barrel. 
Oil 1/3 the price but gas only half as much.",Not great that a gas/oil well located near the #BalonneRiver is leaking. The plan to frack should be thrown thrown in the bin🚮 #Surat #Roma #BanFracking #Queensland https://t.co/Ad9wTT2svu,Some stoves are oil burners; others are gas burners  https://t.co/B5AChGIpl7,"China builds turbines &amp; solar panels for the world - but doesn't use them. China's amazing economic miracle is from coal-oil-gas-hydro, some nuclear. Renewables play almost no part. China-India are exempt from the UN's carbon emissions fiasco. Western nations bow &amp; take the knee. https://t.co/gRNfMb5ZnS",California Energy Commission will hold a hearing on Tuesday on gas price spikes. Documents provided by the CEC show major oil companies operating in California have rejected invitations to participate.
166,@ThatAFluke @BertiefulSouth @cmwinterburn @MilanLdn10 Loool. That’s absolute nonsense. Most of their exports are oil and natural resources. 30% of its GDP is directly based on the oil and gas industry. Tourism and finance sector is growing but they are fundamentally an oil country https://t.co/eqvswwioUi,"@unhappybirthd0y @carlton13 @martin_finch @D_Blanchflower @UKLabour The UK wasn't as heavily reliant on Russian oil, gas and minerals as Germany, Italy etc, were.

How stupid were Eurocrats, to allow Russia to hold so much power over EU states?

Putin has made the EU look rather silly, don't you thing?","@GTCost @Aidan_Regan @businessposthq Yes, that's the issue isn't it. Not a whole hell of a lot of point in having Green Power if it's priced to oil of gas. Or to create a cartel worse than Big Oil.","Anti-war organization World Beyond War showed an interactive map with US military bases around the world. 

The highest concentration of bases is observed in areas of oil and gas fields.

 @TrFormer 💤 https://t.co/UPZBM3hTO6",Neil  you are right . The Americans is doing a deal with the Government of Venezuela   somebody oil  sanctions will be lifted and  will be able to pumping   Oil and  natural gas . What is the British Government waiting for  . . Why don’t the don’t they do a deal With Iran  .,#USA plans to offer hundreds of acre miles off the #Alaskan coast for new #oil and #gas drilling next month. 🤦🏻‍♀️ https://t.co/zjawZ4SEKu
